Country,Risk_Type,Risk_Level,Impact_Score
Country 37,Regulatory,Medium,2.6173359654139188
Country 20,Political,High,4.577056626717268
Country 2,Political,High,3.7835842603943877
Country 30,Political,Medium,1.4991271958310066
Country 17,Regulatory,Low,1.3662299472325272
Country 25,Environmental,Medium,2.6940854338453963
Country 13,Regulatory,High,2.3197971875218886
Country 21,Regulatory,High,4.706096866955248
Country 8,Economic,High,1.0712682312357398
Country 46,Political,High,4.8143985588098985
Country 41,Environmental,Low,1.2009242803180968
Country 21,Regulatory,Medium,1.3924921476225482
Country 10,Political,Low,4.43537438274005
Country 38,Political,Medium,4.085808796271395
Country 20,Regulatory,Medium,3.9941343573371584
Country 14,Social,High,1.2094184897613616
Country 14,Social,High,2.059604582344339
Country 48,Environmental,High,1.9861086411395674
Country 13,Economic,Low,3.8688998702505537
Country 34,Social,Medium,1.1328054271139227
Country 24,Social,Medium,1.2367524269752685
Country 28,Political,High,4.208901518632951
Country 40,Economic,High,3.3231030191717554
Country 41,Environmental,Medium,2.9244656984176514
Country 18,Social,Low,1.2792169332527967
Country 4,Regulatory,Medium,2.530884713233453
Country 33,Regulatory,High,3.749433921605344
Country 45,Regulatory,Low,1.5974704350065254
Country 28,Economic,High,2.1671298198093405
Country 20,Regulatory,Medium,4.466290891504432
Country 33,Environmental,Medium,4.507748842225223
Country 36,Regulatory,Low,2.954491624445371
Country 12,Economic,High,1.837512699214101
Country 32,Social,High,4.198406691078937
Country 11,Economic,Low,1.366851020319256
Country 17,Economic,Medium,4.465466856911247
Country 42,Environmental,High,4.703268543344347
Country 13,Environmental,High,3.8340516194197956
Country 42,Political,Low,2.160255362395675
Country 40,Environmental,Medium,1.2031850771215407
Country 42,Regulatory,Medium,4.565854513221617
Country 1,Political,Medium,3.1702386322671186
Country 49,Economic,High,1.5248874481809827
Country 44,Environmental,Medium,1.764037379889527
Country 43,Political,Low,4.23544360925949
Country 35,Social,High,2.1302089640784274
Country 16,Regulatory,Medium,4.846991975102764
Country 32,Political,High,3.0867906577145385
Country 7,Economic,High,3.6530038997450083
Country 13,Political,Medium,2.7842908937173685
Country 24,Environmental,Medium,3.2730394484915517
Country 34,Regulatory,Medium,4.749756856075658
Country 34,Environmental,High,4.103362457111736
Country 40,Environmental,Medium,1.7890227460024217
Country 43,Regulatory,Low,2.335304264309758
Country 23,Economic,High,3.4461450135199874
Country 40,Social,Medium,2.013771458554358
Country 3,Political,Medium,2.4872575662412477
Country 13,Political,Medium,1.3030510707424012
Country 32,Economic,Medium,4.059544417623105
Country 31,Social,High,4.976061603247777
Country 43,Social,Medium,3.601903940991059
Country 45,Economic,High,2.416536804076908
Country 27,Social,Low,2.119091154191171
Country 13,Political,High,2.530460241155325
Country 3,Economic,Medium,2.7790057848690184
Country 43,Regulatory,Medium,4.922173453795844
Country 36,Economic,High,1.6892245090146796
Country 23,Environmental,Medium,1.1833340285303713
Country 2,Regulatory,Low,4.200294728501877
Country 22,Environmental,Low,3.649723455952169
Country 46,Environmental,Medium,3.766380991682434
Country 10,Economic,Medium,1.0639862081328673
Country 19,Economic,Medium,4.1206830727579895
Country 34,Environmental,High,1.6718045224238525
Country 45,Economic,Medium,2.4168180388379055
Country 25,Social,Low,4.576208987659953
Country 3,Political,Medium,3.081569829756628
Country 20,Political,Low,3.3984099846741405
Country 36,Social,High,1.6238465930249029
Country 38,Economic,High,3.3351639052889084
Country 26,Regulatory,High,2.3908828620852103
Country 15,Economic,Low,4.249298506237357
Country 32,Economic,Low,3.558650918199454
Country 37,Regulatory,High,4.101907005205522
Country 31,Environmental,High,2.276175695774362
Country 21,Regulatory,Low,3.9203935964294225
Country 4,Social,Medium,2.9033414471592365
Country 4,Political,Low,3.139069150641738
Country 45,Environmental,High,2.1282605921034703
Country 32,Environmental,Low,3.0777207973504845
Country 31,Economic,High,4.343112342101402
Country 3,Social,High,3.7638468257686535
Country 3,Environmental,High,1.4577954371454416
Country 40,Social,High,4.52971505315605
Country 45,Economic,High,3.1249474178752084
Country 41,Political,High,3.5721503821045015
Country 49,Environmental,High,2.117029509086635
Country 42,Regulatory,Low,1.708649045983837
Country 28,Economic,Medium,4.615571650720792
Country 33,Economic,Low,3.962408748439471
Country 43,Environmental,Medium,2.700147312596703
Country 1,Regulatory,High,2.4556051410682658
Country 27,Environmental,High,3.543231011716075
Country 44,Economic,High,4.386301439246814
Country 39,Environmental,High,3.0711846150621644
Country 29,Regulatory,Low,3.58475548156506
Country 2,Political,Low,3.4677259620138154
Country 41,Environmental,Low,1.7095662965902063
Country 19,Economic,High,2.313723426356352
Country 33,Regulatory,High,1.7142043805092655
Country 48,Environmental,Medium,2.4320196069828803
Country 38,Regulatory,Medium,1.0596470619876768
Country 34,Regulatory,High,1.728708999713708
Country 41,Environmental,Low,1.6040132538049052
Country 21,Regulatory,Low,1.3213613772438504
Country 22,Social,Low,4.092193776592611
Country 7,Social,Medium,1.7769995298328136
Country 35,Political,Low,3.9233551576976886
Country 23,Political,High,3.2285883719212647
Country 10,Political,Medium,2.1316458843956982
Country 9,Economic,Medium,3.3420012283934386
Country 1,Economic,Medium,4.8525844474617585
Country 45,Social,Low,4.5500068959776705
Country 18,Regulatory,High,3.5404121819161567
Country 38,Political,Low,3.77651849811255
Country 20,Social,Medium,3.352609581262945
Country 34,Social,Medium,2.5628793874443754
Country 20,Social,Low,4.642027529306777
Country 23,Economic,Medium,1.9691142313840215
Country 20,Economic,High,1.5395683936594593
Country 8,Social,Medium,4.497178028395659
Country 37,Economic,Low,2.59054142180194
Country 32,Political,High,4.845578928359921
Country 40,Social,Low,1.9025603365182855
Country 41,Economic,High,2.1127898929417843
Country 2,Political,Low,4.81206746767994
Country 1,Regulatory,Low,1.1108261953413137
Country 4,Social,Medium,2.446133480419297
Country 23,Environmental,Low,1.5240246851426509
Country 29,Regulatory,Medium,3.448367945679257
Country 28,Political,Medium,1.6676087679958336
Country 5,Environmental,Medium,1.5351117924728177
Country 6,Economic,Medium,4.489582916810918
Country 30,Political,Low,1.6030437801913346
Country 50,Political,Medium,2.5360264228494316
Country 30,Economic,Medium,2.194561482846695
Country 36,Social,Medium,3.471164430203242
Country 21,Environmental,High,2.5780075772875315
Country 21,Political,Low,2.2664553860555245
Country 4,Social,Low,3.8472991917804404
Country 49,Environmental,High,3.97418266883972
Country 16,Economic,Low,2.719065826560668
Country 38,Environmental,High,2.4043703165765726
Country 13,Regulatory,Medium,2.72165983308355
Country 15,Political,Low,1.4315487470162913
Country 45,Regulatory,Medium,4.060139899916122
Country 24,Political,High,1.8247743118432043
Country 15,Regulatory,High,4.71118531536574
Country 44,Environmental,Low,2.081503780489524
Country 12,Environmental,High,2.0177975021342136
Country 40,Political,High,4.387949587746389
Country 34,Environmental,Low,2.872425879944733
Country 50,Economic,Medium,2.9026915173262817
Country 6,Environmental,High,2.8290864344534605
Country 14,Social,Medium,3.8695859088889915
Country 10,Economic,Medium,4.7598841078306435
Country 2,Regulatory,Medium,1.134209307451326
Country 6,Political,Medium,1.1881075911350316
Country 36,Regulatory,Medium,2.8322572158760786
Country 26,Regulatory,Low,4.436419340316036
Country 46,Regulatory,High,2.0745707526003234
Country 14,Economic,High,3.649911715360065
Country 45,Regulatory,High,4.26893405909809
Country 32,Social,High,2.9805027703246605
Country 19,Regulatory,Medium,1.4524484594132865
Country 42,Political,Medium,1.4505553218895693
Country 4,Regulatory,Medium,1.1395763796819844
Country 31,Environmental,Low,4.243761382355935
Country 30,Economic,High,3.445680054917098
Country 40,Economic,Medium,1.4124417392593038
Country 42,Social,High,4.978399631537482
Country 8,Economic,Low,3.1728003504954625
Country 24,Regulatory,Low,1.3805683808395406
Country 46,Economic,Medium,1.6872980213207724
Country 49,Social,Low,1.2373032870196061
Country 49,Regulatory,Low,4.88051566462692
Country 27,Political,Low,3.500170132285884
Country 44,Environmental,Medium,4.238865802643113
Country 19,Environmental,Low,3.676527994038946
Country 28,Regulatory,High,1.665362405149108
Country 22,Environmental,Low,1.527236130379713
Country 11,Economic,High,2.187963390328721
Country 25,Political,High,3.7207607611904563
Country 41,Regulatory,Low,2.2352049303254296
Country 36,Environmental,Medium,2.773874480003363
Country 26,Environmental,Medium,1.6419883861727955
Country 34,Economic,Medium,1.5332262433570412
Country 34,Regulatory,Medium,1.2847893915702042
Country 38,Social,Low,2.3798367205462516
Country 29,Environmental,High,3.0111780814386466
Country 40,Political,High,2.8472497877076464
Country 14,Social,High,4.823639744197884
Country 42,Economic,Low,4.67470845776066
Country 20,Environmental,High,4.885865237974782
Country 3,Environmental,Low,4.913689030374154
Country 31,Social,Low,1.1740010389942879
Country 47,Environmental,Low,4.035107780482861
Country 31,Environmental,High,3.653222461584849
Country 22,Environmental,High,2.370595393743417
Country 11,Environmental,Medium,1.9224918094978833
Country 31,Regulatory,High,4.2275253975851514
Country 2,Economic,Low,1.3869333395166077
Country 28,Economic,High,2.7414504901743797
Country 15,Environmental,High,3.1322538784719125
Country 15,Environmental,Medium,4.242060746982924
Country 49,Social,High,1.0069561198992627
Country 49,Political,Medium,4.787597212330025
Country 42,Environmental,Low,4.947755775446707
Country 33,Economic,Medium,3.4701150130511715
Country 48,Economic,Low,3.3453150005674632
Country 23,Economic,Medium,1.4253059667961923
Country 42,Social,Medium,4.801046009370072
Country 22,Environmental,High,4.148678002925424
Country 26,Regulatory,Medium,2.274635847471385
Country 7,Social,High,3.6166899322057446
Country 50,Environmental,High,1.5400568735872442
Country 46,Economic,Low,2.295347333968383
Country 9,Regulatory,Low,1.2062911819121886
Country 18,Social,Low,3.514193685161896
Country 15,Regulatory,Low,4.466274813304112
Country 19,Environmental,High,1.8165093652849635
Country 4,Political,High,3.6923767242323247
Country 5,Environmental,High,1.900299229340595
Country 24,Political,High,4.898438086270303
Country 41,Environmental,Low,4.533547716973162
Country 33,Social,Medium,2.926320714940461
Country 33,Economic,Low,2.865121488681848
Country 33,Economic,High,1.0151887619150646
Country 23,Social,High,2.9732841594474833
Country 28,Regulatory,Medium,1.80178737717576
Country 7,Regulatory,High,1.2855982199159661
Country 26,Regulatory,Low,4.341957142045297
Country 16,Political,Medium,4.8577802850408025
Country 4,Political,High,1.1996482249022082
Country 20,Political,Low,2.96498128406379
Country 1,Political,Medium,2.42489085819703
Country 5,Economic,High,2.52591051247257
Country 10,Social,Low,4.0251747817438535
Country 4,Political,Medium,3.9920196893003435
Country 24,Social,Medium,1.722079912672203
Country 30,Economic,Low,2.501349725683578
Country 35,Social,Medium,4.401130510122479
Country 30,Regulatory,Low,4.700793149902331
Country 46,Social,Medium,4.448206327627215
Country 36,Political,High,1.6146922502154455
Country 33,Social,Low,3.0647917420737953
Country 46,Social,High,1.1686732969959546
Country 5,Political,Medium,1.9013947283296417
Country 21,Economic,Medium,4.8613024727461305
Country 28,Economic,Low,1.9683239479265904
Country 30,Political,High,3.7426092422356416
Country 7,Social,High,3.493892524119371
Country 20,Social,Medium,3.7949969387070084
Country 47,Social,High,1.5285865382845776
Country 39,Environmental,Medium,1.5688598633709265
Country 43,Political,Medium,2.0750062768615347
Country 25,Social,Medium,2.5748172543920322
Country 33,Environmental,Low,1.5673130488785492
Country 40,Political,Low,4.473100317172923
Country 31,Regulatory,Medium,2.6548215006240303
Country 23,Political,High,3.2155759913399624
Country 50,Environmental,High,1.7539872084151118
Country 36,Political,Low,4.149956687793919
Country 1,Environmental,High,4.896557898093715
Country 24,Regulatory,High,4.051508191340233
Country 27,Economic,Medium,1.803194367775442
Country 22,Regulatory,Medium,2.524626189683206
Country 31,Regulatory,Low,3.101385519575907
Country 7,Economic,Medium,3.792707459090091
Country 31,Environmental,Medium,1.467616191573026
Country 4,Regulatory,High,1.7694774806731837
Country 39,Environmental,Medium,4.958101512139155
Country 50,Political,Medium,1.1451906337501119
Country 10,Political,Low,4.693009939827618
Country 4,Economic,Low,4.690908596999863
Country 22,Social,Low,1.0859734592457322
Country 3,Regulatory,Medium,3.684758798789596
Country 24,Social,High,3.6914574814173546
Country 43,Economic,High,1.1343886113593071
Country 41,Economic,Medium,1.6267945076715415
Country 3,Social,Medium,3.266344725639777
Country 13,Regulatory,Low,3.3886087827079763
Country 17,Political,Low,3.2033287936716444
Country 20,Regulatory,High,3.338633522046806
Country 36,Economic,Low,3.6475652407511143
Country 11,Environmental,Low,2.633577837130839
Country 27,Environmental,High,2.0305928206433768
Country 29,Political,Medium,2.128456132121254
Country 32,Economic,Low,3.8099680799869136
Country 12,Political,High,1.3348454109284082
Country 8,Regulatory,High,3.668992989470416
Country 21,Environmental,Low,2.9270133436165224
Country 4,Economic,Medium,2.8584645450613007
Country 12,Environmental,Medium,4.792760957260052
Country 12,Environmental,Low,3.4750676393061974
Country 2,Environmental,High,2.2134565602314273
Country 19,Social,High,2.5360403136774625
Country 29,Regulatory,High,2.033271911891323
Country 21,Social,Low,1.6356372650776287
Country 47,Political,Medium,2.1159062096659196
Country 49,Social,High,2.8855910280137156
Country 10,Regulatory,Low,3.5037217861202326
Country 31,Regulatory,High,4.663621720611787
Country 34,Regulatory,High,4.729772404222986
Country 50,Social,High,4.674860446287198
Country 43,Environmental,Medium,4.4960768256427155
Country 33,Environmental,Low,1.3086796341833353
Country 26,Political,High,4.44758793708561
Country 3,Environmental,High,3.0571793258685114
Country 47,Social,High,1.136733168557086
Country 4,Environmental,Medium,1.3556644676935257
Country 25,Social,High,4.278632298702209
Country 22,Regulatory,High,4.897274086213469
Country 29,Social,Low,2.75369261240861
Country 36,Social,Low,4.555435280507597
Country 4,Regulatory,Medium,3.7386508596983865
Country 24,Political,High,4.9300020085880085
Country 5,Economic,Low,4.380964507155168
Country 9,Regulatory,Medium,2.7867632340470005
