Supplier,Region,Component_ID,Lead_Time_Days,Cost_USD,Reliability_Score
Supplier 26,South America,Component_018,21,12933.0446784803,0.946092291190856
Supplier 13,North America,Component_007,27,23323.74374496536,0.8496522648957463
Supplier 5,Europe,Component_003,12,19788.997507125176,0.9129208440244797
Supplier 50,Australia,Component_011,44,33135.47831866348,0.9772125341669353
Supplier 29,South America,Component_002,18,39323.51342051229,0.7917048679965965
Supplier 46,Asia,Component_015,51,3094.7525234690074,0.7966126711315749
Supplier 15,North America,Component_010,36,12076.62099473315,0.7098859055048203
Supplier 48,Asia,Component_008,44,32565.736755299793,0.7894000775680418
Supplier 15,South America,Component_009,14,25665.336217269243,0.9305898466447495
Supplier 20,Australia,Component_013,38,29341.458393223078,0.7250144443898275
Supplier 10,Africa,Component_009,12,5298.782862457809,0.8765512023659077
Supplier 25,North America,Component_003,56,14380.00966233957,0.9763440314575682
Supplier 40,North America,Component_009,51,29241.588787329583,0.8806946864534062
Supplier 44,Asia,Component_010,53,48685.333755581036,0.8865022702889507
Supplier 10,Europe,Component_017,45,11745.497602726777,0.9130505343255414
Supplier 18,Europe,Component_015,10,40883.34159002848,0.8848842465095659
Supplier 19,North America,Component_008,48,8112.810831663787,0.7396411784594421
Supplier 50,Australia,Component_008,43,5531.77052117251,0.9877164858195959
Supplier 30,Africa,Component_010,41,33580.820569722695,0.9034590981094518
Supplier 21,Australia,Component_012,58,1744.8372490285647,0.9480760328431904
Supplier 44,Australia,Component_009,45,37424.428142448276,0.9548895085501097
Supplier 48,Africa,Component_016,13,49674.74850462935,0.7917125536409694
Supplier 5,Africa,Component_003,57,45746.529201820034,0.881145626499212
Supplier 30,North America,Component_014,20,43787.84424936164,0.9400432427912704
Supplier 46,North America,Component_014,6,45060.27851562555,0.84351515683149
Supplier 43,Australia,Component_015,20,48335.75066493408,0.7587607152164212
Supplier 4,North America,Component_017,24,17866.416190695807,0.8545094512194
Supplier 12,South America,Component_013,11,8826.18274088955,0.7300194552044244
Supplier 7,North America,Component_005,42,34825.452743010064,0.8791453742093589
Supplier 47,Europe,Component_003,28,48288.329275250035,0.9944178731754245
Supplier 7,Europe,Component_011,9,16906.77371536522,0.8756864245594641
Supplier 48,South America,Component_014,24,27288.398155559476,0.9031189103505606
Supplier 18,Africa,Component_009,54,24566.978029405447,0.7447723886522255
Supplier 8,Australia,Component_006,8,11524.828672350248,0.766301787498089
Supplier 21,Australia,Component_016,19,29688.146322579392,0.9422894018550086
Supplier 42,Asia,Component_007,42,41780.51451466979,0.9491718578870385
Supplier 31,South America,Component_003,49,3752.1575897833086,0.7249837313968128
Supplier 15,Europe,Component_018,46,47773.99671034675,0.9702007816182208
Supplier 15,Africa,Component_015,26,41531.7306117554,0.8666945041908822
Supplier 21,Europe,Component_003,22,7025.349281366458,0.7582679882529392
Supplier 32,South America,Component_018,32,36051.22190787069,0.7946341376743303
Supplier 27,Europe,Component_001,43,20743.343740829987,0.7507188585279302
Supplier 13,Asia,Component_007,40,40627.44395751183,0.8042791786082079
Supplier 9,Australia,Component_005,55,28996.28021205527,0.7514104365685875
Supplier 31,North America,Component_015,39,48472.48503229079,0.714120883470708
Supplier 6,North America,Component_014,16,27883.968903236135,0.7327171453761666
Supplier 47,Africa,Component_015,8,47474.3623313367,0.9627917299072742
Supplier 17,Africa,Component_012,56,4165.9306272612275,0.8990096192985796
Supplier 20,North America,Component_006,36,45187.76135969357,0.9902128451599095
Supplier 49,Europe,Component_013,48,9629.139501286885,0.8298960549134202
Supplier 14,North America,Component_007,36,1830.0051305215306,0.7908744166697415
Supplier 9,Europe,Component_019,33,37406.89958750655,0.8342741583161571
Supplier 13,Asia,Component_002,6,13528.5331653461,0.8400334104645051
Supplier 50,South America,Component_012,27,46968.54904052756,0.7982434988364955
Supplier 4,Europe,Component_006,56,32552.815837712642,0.7410674639831323
Supplier 3,South America,Component_001,22,27825.346379933024,0.8761084725518279
Supplier 9,Africa,Component_005,6,8468.08431476992,0.9694784530621998
Supplier 9,Africa,Component_014,22,8802.52750191436,0.8033622118366697
Supplier 48,Australia,Component_009,43,9676.950849179451,0.702165143997155
Supplier 37,Africa,Component_003,31,30992.34720182394,0.771907365487694
Supplier 39,Australia,Component_009,14,31607.42775180625,0.7594263028586429
Supplier 41,Australia,Component_014,10,4343.797660679093,0.7530695730636959
Supplier 3,South America,Component_011,38,45378.20952414331,0.8422510737549782
Supplier 34,Asia,Component_004,11,42863.02793413634,0.9666003244738115
Supplier 5,Africa,Component_019,48,1288.3982030739853,0.713703453165163
Supplier 35,Australia,Component_020,36,46753.668684010416,0.7225642763499437
Supplier 4,Europe,Component_007,25,4081.7040759159368,0.7119133908744651
Supplier 4,Australia,Component_004,30,39496.30061565388,0.7938275308375826
Supplier 26,South America,Component_008,9,4202.492742780748,0.9129353346445339
Supplier 11,South America,Component_013,10,5330.169901843879,0.7021751854286388
Supplier 40,North America,Component_017,31,47256.25175834166,0.8326469675208554
Supplier 20,Australia,Component_001,32,16825.938070575037,0.7005180824048381
Supplier 37,Asia,Component_017,39,19424.979245921346,0.9981703152170831
Supplier 38,Europe,Component_002,10,38392.61900780978,0.8882405066561476
Supplier 32,South America,Component_018,8,40084.7476953571,0.7519526779246475
Supplier 29,South America,Component_003,53,23075.748601457813,0.8212043951268527
Supplier 48,Australia,Component_020,36,6387.859645508359,0.7150522553763448
Supplier 43,South America,Component_008,56,34970.47223677591,0.7603497090324046
Supplier 37,Europe,Component_011,54,15492.324193000148,0.8285749687682131
Supplier 33,North America,Component_006,13,21450.532480836006,0.9385029943425536
Supplier 25,North America,Component_010,55,24309.832626494823,0.7843115088470543
Supplier 21,Europe,Component_011,14,32067.53823802958,0.7635809280602431
Supplier 38,South America,Component_004,37,46834.507458536274,0.8432509149460397
Supplier 48,North America,Component_008,39,44632.74175346595,0.8912944986010367
Supplier 26,South America,Component_001,50,5632.127124220832,0.9831472400714321
Supplier 26,Africa,Component_018,19,19399.412542915707,0.9977726108043738
Supplier 35,Europe,Component_014,43,22929.81347978782,0.76319428982963
Supplier 37,Australia,Component_020,39,48771.96922321899,0.8575402840508398
Supplier 2,North America,Component_009,55,8265.840781468758,0.7837233831840041
Supplier 13,Australia,Component_007,36,16200.619089544754,0.8014617058734775
Supplier 18,South America,Component_009,45,21107.245225844188,0.7507183028305511
Supplier 25,North America,Component_007,16,8937.17799451634,0.9309286554655357
Supplier 31,North America,Component_016,47,37294.95911250407,0.775540914525691
Supplier 43,Australia,Component_012,30,15517.229252341443,0.9772716329294329
Supplier 33,North America,Component_011,17,4804.45803601485,0.8224973783873828
Supplier 11,South America,Component_004,11,28474.901511696386,0.8092909150554275
Supplier 21,Europe,Component_010,13,19531.99313721126,0.955464369225713
Supplier 34,North America,Component_005,52,46794.674202844806,0.7883835836319016
Supplier 47,Asia,Component_015,51,46550.0223932598,0.8302651470432394
Supplier 32,Australia,Component_020,36,16757.62589642831,0.9280608534799556
Supplier 5,Australia,Component_017,44,4326.364218297616,0.7988048953594968
Supplier 21,North America,Component_008,39,48063.12694323949,0.7508058732057881
Supplier 28,North America,Component_010,10,23111.570511151676,0.7618637401655103
Supplier 23,South America,Component_013,46,45706.51802504845,0.9670524068138251
Supplier 31,Asia,Component_005,39,32827.820122105106,0.9640119236742671
Supplier 29,South America,Component_010,55,4333.3168899295315,0.8560869933783778
Supplier 27,Europe,Component_012,37,36840.70464978583,0.9391725073938473
Supplier 28,Africa,Component_002,53,32312.501712510766,0.946138850428565
Supplier 30,Europe,Component_010,17,30124.23219658746,0.8926134335291507
Supplier 26,Asia,Component_017,58,1635.8314971353707,0.7349303371569655
Supplier 21,North America,Component_006,28,16362.81470565486,0.849047440353913
Supplier 2,Australia,Component_017,9,43002.240315010786,0.7157347653868141
Supplier 19,Asia,Component_005,36,35259.87487662492,0.9248394044812556
Supplier 33,Australia,Component_010,37,20087.349358054984,0.936428736562655
Supplier 7,Africa,Component_004,45,7013.866061925291,0.8325797957303459
Supplier 32,Africa,Component_006,48,35292.067370049444,0.9946490879650469
Supplier 16,South America,Component_004,37,45815.21837053856,0.7610223463934047
Supplier 34,Australia,Component_007,58,1953.4521589203666,0.9558005548693653
Supplier 33,North America,Component_013,36,13988.626939687907,0.850991427687767
Supplier 4,Africa,Component_018,48,42963.349113694545,0.8118591737671226
Supplier 48,Australia,Component_010,43,47532.38404082283,0.7843034954871674
Supplier 44,Africa,Component_012,50,33994.73798338562,0.8069061247045031
Supplier 20,North America,Component_007,15,23143.13652866337,0.7218860761144261
Supplier 31,Africa,Component_003,33,46122.94533266719,0.8102736887854466
Supplier 19,North America,Component_006,53,44014.89646564108,0.8039288523796628
Supplier 19,South America,Component_019,6,30640.347058904714,0.9101630790337222
Supplier 24,Asia,Component_018,40,15053.760518637964,0.9818328062675931
Supplier 23,Europe,Component_004,46,23957.13834080499,0.760577423812438
Supplier 26,Europe,Component_018,56,9215.213738146183,0.9217005771859802
Supplier 21,North America,Component_019,50,31670.67717010862,0.9279829822971277
Supplier 18,North America,Component_002,48,36429.29307153745,0.9878136512576214
Supplier 43,North America,Component_004,31,21023.21262672797,0.8630568346294891
Supplier 41,South America,Component_018,12,30878.34979800369,0.8576242784719729
Supplier 21,Asia,Component_002,59,24716.483868983607,0.7726468103073537
Supplier 30,Africa,Component_008,16,15636.556874841435,0.9802381121133572
Supplier 26,South America,Component_002,5,24619.03118026817,0.9836421222962004
Supplier 40,North America,Component_012,51,47154.386856235804,0.8134585162765443
Supplier 45,Australia,Component_004,46,48200.383673729884,0.8499033815903134
Supplier 12,South America,Component_015,58,29840.522996678043,0.9835180616268236
Supplier 47,Africa,Component_006,51,31613.089749229843,0.7881202307937355
Supplier 30,Australia,Component_020,59,47305.549782556176,0.9232209708348476
Supplier 30,Africa,Component_003,58,19149.677885904955,0.8283834719818983
Supplier 5,Europe,Component_012,46,44738.29981933899,0.7897509639301873
Supplier 32,Europe,Component_006,33,27383.637253832963,0.8690025608684434
Supplier 9,Africa,Component_008,19,14621.914382879202,0.8470185662434556
Supplier 30,Australia,Component_013,59,44918.21037753879,0.9933965551899123
Supplier 39,Australia,Component_019,37,29037.910358090216,0.732919733963308
Supplier 43,South America,Component_012,50,18480.659371407834,0.932692215470618
Supplier 50,Australia,Component_015,19,14697.715141987357,0.9830731955332939
Supplier 34,Asia,Component_008,23,48175.74497915843,0.8702439579081396
Supplier 46,North America,Component_010,25,1621.0714778854422,0.7892040383240477
Supplier 37,North America,Component_005,21,11926.61031774117,0.874268239219604
Supplier 19,Africa,Component_011,10,28970.351084026606,0.8134842783163666
Supplier 15,Africa,Component_014,13,31531.469432315716,0.7636017729606548
Supplier 12,North America,Component_010,5,7353.805692325505,0.9217262696224379
Supplier 43,Australia,Component_006,40,29932.244977397324,0.7955228323420631
Supplier 28,South America,Component_014,8,1577.2917449140336,0.9982489220108067
Supplier 7,Africa,Component_020,36,3969.9531445221555,0.8008993688153814
Supplier 3,Africa,Component_017,21,49017.98133477205,0.9094059020880695
Supplier 30,North America,Component_008,9,13514.995585870742,0.8748472488724343
Supplier 28,Africa,Component_002,12,37600.3620617239,0.8457755743431385
Supplier 25,Europe,Component_002,5,4287.592583444935,0.850201465686253
Supplier 10,Europe,Component_007,35,41865.60882220035,0.9786714537726668
Supplier 35,Asia,Component_005,54,25463.925806803403,0.8470083605937206
Supplier 22,Africa,Component_001,14,2979.076642940834,0.7417181836429771
Supplier 48,South America,Component_018,47,11971.128756592247,0.78560315699308
Supplier 4,North America,Component_006,40,48584.722902127025,0.8175617412781856
Supplier 19,North America,Component_005,37,43335.92707478971,0.8883882211332822
Supplier 25,Australia,Component_009,38,14860.220564872776,0.9568848900176876
Supplier 50,North America,Component_019,38,28799.972414798853,0.8594438521887152
Supplier 33,Australia,Component_006,56,38352.03461626805,0.9478867327020494
Supplier 8,South America,Component_020,11,38893.36829973788,0.7816303345076081
Supplier 48,Asia,Component_005,23,39496.40830615623,0.9777302887177688
Supplier 28,Europe,Component_001,13,38922.003399530666,0.9841485871164234
Supplier 10,Africa,Component_012,40,23038.712306709585,0.9528076678167974
Supplier 7,Australia,Component_006,44,10320.215437489966,0.7249822494908398
Supplier 16,Australia,Component_018,21,37209.85912805212,0.9512425719386919
Supplier 5,Europe,Component_014,12,10024.645751683362,0.9630641051796477
Supplier 43,North America,Component_002,32,17435.046036225816,0.7266186626260237
Supplier 50,Australia,Component_013,57,15919.202638164015,0.8203957327352913
Supplier 27,Australia,Component_017,21,44467.46108337639,0.8430558063703134
Supplier 3,Africa,Component_005,26,5368.663174505752,0.7678126180406502
Supplier 1,South America,Component_001,25,45049.60670370831,0.9873427356538717
Supplier 36,South America,Component_014,49,38365.01665999486,0.9350257186094185
Supplier 22,South America,Component_020,37,9321.436653641571,0.7889144889259089
Supplier 17,North America,Component_009,29,46610.5093984746,0.8418964203717032
Supplier 30,South America,Component_008,25,40865.68008118056,0.9542122522998207
Supplier 11,South America,Component_008,21,2548.2826099115414,0.8963452492035008
Supplier 45,Africa,Component_017,58,37480.09505577049,0.9134017264679027
Supplier 6,Australia,Component_010,20,1502.3689408456835,0.9011796514194306
Supplier 43,North America,Component_015,59,23007.8661055282,0.7348854859254595
Supplier 9,South America,Component_007,21,46489.32427831305,0.9386469003830848
